0,1.062333333,1.727433333,2.1188,0.713066667,0.6254,1.263533333,0.615133333,1.124833333,1.234733333,1.668,2.347033333,1.344533333,1.513666667,0.2447,0.2027,0.7325,1.3007,0.2912,1.256033333,0.0841,1.0792,1.1935,1.050366667,1.444466667,1.995733333,1.7638,1.844866667,1.5401,0.719133333,0.9598,1.044666667
0,0.985666667,2.348533333,1.920233333,1.876566667,0.940333333,1.807966667,1.0086,1.016066667,0.556566667,2.077266667,2.791966667,1.738,1.503666667,0.6322,0.2075,0.7833,1.6283,0.287733333,1.746766667,0.137733333,1.287433333,0.682033333,1.218833333,0.949166667,1.820966667,1.904633333,1.128433333,1.403933333,0.830566667,1.0932,0.6587
0,1.644433333,1.747766667,2.1903,1.416933333,0.692533333,1.733266667,1.419033333,1.4725,0.6139,1.136233333,2.431166667,2.099366667,0.750933333,0.451966667,0.188533333,1.2259,2.074,0.2511,0.906233333,0.182333333,1.4331,0.607166667,1.421066667,1.9055,2.307,1.992066667,2.2166,0.9685,1.059266667,0.8588,0.8726
0,1.2849,1.733766667,2.0659,1.526166667,1.194433333,1.605033333,0.864866667,0.810833333,0.669066667,0.401466667,2.008633333,2.2239,1.558433333,0.443133333,0.2665,0.5703,1.816433333,0.736933333,1.7244,0.053366667,0.5797,1.083766667,0.944766667,1.154733333,2.3142,2.161966667,1.440633333,1.5626,0.607533333,1.342066667,0.794966667
0,1.424,2.158366667,1.9791,1.249333333,1.571233333,1.932033333,1.483466667,1.6391,1.147266667,1.219833333,2.135966667,1.835266667,1.451533333,0.906266667,0.258466667,1.243833333,1.849166667,0.312133333,1.625533333,0.2085,1.188766667,0.919933333,1.5804,1.831233333,2.357366667,2.093066667,1.9377,2.065033333,1.315366667,1.2991,1.0893
0,1.303133333,1.6543,1.535,1.388866667,1.6566,0.8364,1.580733333,1.620633333,0.562066667,0.450566667,2.592,2.234833333,1.723,0.3089,0.1517,0.562866667,1.9913,0.4278,1.5699,0.13,0.469833333,0.759533333,1.4085,1.708833333,1.8757,1.799,1.369733333,1.468866667,0.6383,1.002366667,1.577833333
0,1.023,2.037775,2.5001,0.761,1.55265,1.01245,0.337475,0.375675,0.508075,0.630375,2.580375,1.565875,1.247275,0.96905,0.258025,0.829025,1.500525,0.5357,1.413725,0.101825,0.724225,0.862175,1.52585,0.80155,2.253375,1.04425,1.575325,1.695525,0.6463,1.06305,0.7787
0,0.943725,1.548125,2.2341,0.891525,1.167175,1.983125,1.834575,0.3896,1.649125,0.620575,2.4899,1.5008,1.10155,0.776975,0.393225,1.5723,1.12725,0.2264,1.51095,0.122725,1.1466,0.505525,1.5622,1.44165,2.17965,2.000425,1.52245,1.59565,0.859075,0.980575,0.94515
0,1.4667,2.17565,1.733475,0.98755,1.34535,1.83445,0.2571,1.7296,1.975075,0.1951,2.0204,2.028075,1.137525,0.08895,0.13795,0.38725,1.61435,-0.0053,1.12355,0.08705,1.088725,0.324675,1.805725,0.83695,2.13455,1.5022,1.409525,1.482425,0.500175,1.01055,0.384825
0,1.268875,1.7598,1.89665,0.910725,1.2703,2.1154,0.6966,0.854475,1.5895,0.921625,2.2892,1.780325,1.53695,0.7866,0.34925,1.12105,1.3253,0.92905,1.5083,0.0997,0.961175,1.067125,1.3715,1.525475,1.7963,1.896925,1.65575,1.7315,0.626825,0.9769,0.701525
