V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31
0,0.714285714285714,0.848739495798319,0.894230769230769,0.891891891891892,0.890909090909091,0.890909090909091,0.888888888888889,0.870967741935484,0.88,0.896551724137931,0.91025641025641,0.895833333333333,0.915492957746479,0.893333333333333,0.822916666666667,0.868421052631579,0.912087912087912,0.904761904761905,0.75,0.806451612903226,0.804347826086957,0.824561403508772,0.888888888888889,0.861111111111111,0.911504424778761,0.824561403508772,0.852941176470588,0.912280701754386,0.96551724137931,0.916666666666667
0.714285714285714,0,0.575221238938053,0.663461538461538,0.663636363636364,0.672727272727273,0.672727272727273,0.686274509803922,0.71,0.805970149253731,0.742857142857143,0.779874213836478,0.75,0.780821917808219,0.861702127659574,0.602040816326531,0.669565217391304,0.930434782608696,0.925925925925926,0.693877551020408,0.819277108433735,0.784615384615385,0.753424657534247,0.803571428571429,0.808988764044944,0.886363636363636,0.818181818181818,0.771084337349398,0.825396825396825,0.963636363636364,0.882352941176471
0.848739495798319,0.575221238938053,0,0.5,0.507042253521127,0.514084507042254,0.514084507042254,0.514925373134328,0.541353383458647,0.781512605042017,0.714285714285714,0.643979057591623,0.682432432432432,0.634831460674157,0.845637583892617,0.396825396825397,0.475524475524476,0.919540229885057,0.916167664670659,0.868421052631579,0.765151515151515,0.8,0.752,0.75625,0.795774647887324,0.847826086956522,0.790697674418605,0.744360902255639,0.796610169491525,0.93452380952381,0.889763779527559
0.894230769230769,0.663461538461538,0.5,0,0.0808080808080808,0.0714285714285714,0.0714285714285714,0.054945054945055,0.244897959183674,0.648351648351648,0.56043956043956,0.5,0.658914728682171,0.454545454545455,0.8,0.421052631578947,0.338983050847458,0.929032258064516,0.925675675675676,0.896907216494845,0.815126050420168,0.792079207920792,0.723809523809524,0.74468085106383,0.778688524590164,0.855421686746988,0.781818181818182,0.716814159292035,0.791139240506329,0.939189189189189,0.855769230769231
0.891891891891892,0.663636363636364,0.507042253521127,0.0808080808080808,0,0.0101010101010101,0.0101010101010101,0.131313131313131,0.181818181818182,0.676767676767677,0.595959595959596,0.459119496855346,0.659259259259259,0.483443708609272,0.81203007518797,0.446280991735537,0.285714285714286,0.925925925925926,0.92258064516129,0.894230769230769,0.817460317460317,0.796296296296296,0.732142857142857,0.741496598639456,0.782945736434109,0.848837209302326,0.786324786324786,0.725,0.793939393939394,0.942307692307692,0.855855855855856
0.890909090909091,0.672727272727273,0.514084507042254,0.0714285714285714,0.0101010101010101,0,0,0.122448979591837,0.173469387755102,0.673469387755102,0.591836734693878,0.455696202531646,0.656716417910448,0.48,0.810606060606061,0.441666666666667,0.279661016949153,0.925465838509317,0.922077922077922,0.893203883495146,0.816,0.794392523364486,0.72972972972973,0.73972602739726,0.78125,0.847953216374269,0.78448275862069,0.722689075630252,0.792682926829268,0.941935483870968,0.854545454545454
0.890909090909091,0.672727272727273,0.514084507042254,0.0714285714285714,0.0101010101010101,0,0,0.122448979591837,0.173469387755102,0.673469387755102,0.591836734693878,0.455696202531646,0.656716417910448,0.48,0.810606060606061,0.441666666666667,0.279661016949153,0.925465838509317,0.922077922077922,0.893203883495146,0.816,0.794392523364486,0.72972972972973,0.73972602739726,0.78125,0.847953216374269,0.78448275862069,0.722689075630252,0.792682926829268,0.941935483870968,0.854545454545454
0.888888888888889,0.686274509803922,0.514925373134328,0.054945054945055,0.131313131313131,0.122448979591837,0.122448979591837,0,0.204301075268817,0.627906976744186,0.534883720930233,0.483660130718954,0.645161290322581,0.434782608695652,0.791666666666667,0.409090909090909,0.309734513274336,0.926666666666667,0.923076923076923,0.891304347826087,0.807017543859649,0.78125,0.71,0.735294117647059,0.769230769230769,0.850931677018633,0.771428571428571,0.703703703703704,0.784313725490196,0.937062937062937,0.848484848484849
0.870967741935484,0.71,0.541353383458647,0.244897959183674,0.181818181818182,0.173469387755102,0.173469387755102,0.204301075268817,0,0.604938271604938,0.55952380952381,0.445205479452055,0.652892561983471,0.45985401459854,0.782608695652174,0.411214953271028,0.228571428571429,0.924137931034483,0.920289855072464,0.872093023255814,0.787037037037037,0.755555555555556,0.680851063829787,0.715384615384615,0.758928571428571,0.831168831168831,0.747474747474747,0.689320388349515,0.777027027027027,0.934782608695652,0.840425531914894
0.88,0.805970149253731,0.781512605042017,0.648351648351648,0.676767676767677,0.673469387755102,0.673469387755102,0.627906976744186,0.604938271604938,0,0.2,0.780821917808219,0.609756097560976,0.753846153846154,0.641791044776119,0.640449438202247,0.695238095238095,0.908163265306122,0.901098901098901,0.736842105263158,0.633333333333333,0.5,0.369565217391304,0.731182795698925,0.656716417910448,0.809090909090909,0.584905660377358,0.517241379310345,0.766355140186916,0.911111111111111,0.75
