V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31
0.909090909090909,0.775,0.696296296296296,0.593220338983051,0.58974358974359,0.578947368421053,0.578947368421053,0.538461538461538,0.545454545454545,0.1875,0,0.720930232558139,0.472527472527473,0.682119205298013,0.651162790697674,0.524752475247525,0.620967741935484,0.914529914529915,0.907407407407407,0.814814814814815,0.666666666666667,0.559322033898305,0.426229508196721,0.669724770642202,0.696629213483146,0.747967479674797,0.558823529411765,0.527027027027027,0.734375,0.83495145631068,0.761904761904762
0.923076923076923,0.8,0.636363636363636,0.49740932642487,0.462765957446808,0.454054054054054,0.454054054054054,0.466666666666667,0.450867052023121,0.773255813953488,0.720930232558139,0,0.601063829787234,0.564444444444445,0.83495145631068,0.570680628272251,0.471502590673575,0.894273127753304,0.894977168949772,0.931818181818182,0.842639593908629,0.838888888888889,0.791208791208791,0.719047619047619,0.736842105263158,0.747747747747748,0.766666666666667,0.71978021978022,0.562814070351759,0.821256038647343,0.839080459770115
0.883495145631068,0.752212389380531,0.656441717791411,0.677215189873418,0.67515923566879,0.668831168831169,0.668831168831169,0.655172413793103,0.664285714285714,0.571428571428571,0.472527472527473,0.601063829787234,0,0.732984293193717,0.767441860465116,0.488188976377953,0.563758389261745,0.896103896103896,0.897260273972603,0.824175824175824,0.675675675675676,0.623655913978495,0.505376344086022,0.446280991735537,0.425742574257426,0.602836879432624,0.450549450549451,0.32967032967033,0.514492753623188,0.774436090225564,0.698924731182796
0.932926829268293,0.789156626506024,0.590909090909091,0.436046511627907,0.423529411764706,0.413173652694611,0.413173652694611,0.386075949367089,0.406451612903226,0.741721854304636,0.682119205298013,0.564444444444445,0.732984293193717,0,0.549668874172185,0.543352601156069,0.46927374301676,0.883495145631068,0.883838383838384,0.936305732484076,0.837078651685393,0.839506172839506,0.786585365853659,0.790243902439024,0.847368421052632,0.793427230046948,0.810650887573965,0.788571428571429,0.832599118942731,0.844559585492228,0.882716049382716
0.930232558139535,0.886792452830189,0.819277108433735,0.768211920529801,0.766666666666667,0.761904761904762,0.761904761904762,0.744525547445255,0.748091603053435,0.61038961038961,0.651162790697674,0.83495145631068,0.767441860465116,0.549668874172185,0,0.757352941176471,0.79874213836478,0.894736842105263,0.887096774193548,0.894736842105263,0.784313725490196,0.779069767441861,0.666666666666667,0.81294964028777,0.79646017699115,0.816326530612245,0.703296703296703,0.735294117647059,0.840764331210191,0.870967741935484,0.847058823529412
0.842592592592593,0.614678899082569,0.387323943661972,0.435714285714286,0.431654676258993,0.419117647058823,0.419117647058823,0.385826771653543,0.385245901639344,0.613861386138614,0.524752475247525,0.570680628272251,0.488188976377953,0.543352601156069,0.757352941176471,0,0.290076335877863,0.875,0.867549668874172,0.841584158415842,0.702479338842975,0.660194174757281,0.567307692307692,0.63448275862069,0.709923664122137,0.689873417721519,0.63963963963964,0.591304347826087,0.720238095238095,0.806896551724138,0.84070796460177
0.877862595419847,0.669230769230769,0.450617283950617,0.349315068493151,0.297872340425532,0.282608695652174,0.282608695652174,0.28030303030303,0.233870967741935,0.693548387096774,0.620967741935484,0.471502590673575,0.563758389261745,0.46927374301676,0.79874213836478,0.290076335877863,0,0.871508379888268,0.871345029239766,0.869918699186992,0.748251748251748,0.72,0.632,0.698224852071006,0.751633986928105,0.720670391061452,0.708955223880597,0.666666666666667,0.759162303664921,0.825301204819277,0.875
0.904255319148936,0.906779661016949,0.875,0.880681818181818,0.88,0.877906976744186,0.877906976744186,0.87037037037037,0.878205128205128,0.907407407407407,0.914529914529915,0.894273127753304,0.896103896103896,0.883495145631068,0.894736842105263,0.875,0.871508379888268,0,0.204819277108434,0.908045977011494,0.865546218487395,0.862745098039216,0.876106194690266,0.878980891719745,0.869230769230769,0.715277777777778,0.858407079646018,0.870967741935484,0.903409090909091,0.741666666666667,0.951923076923077
0.894117647058824,0.909090909090909,0.868571428571429,0.887573964497041,0.886904761904762,0.884848484848485,0.884848484848485,0.87741935483871,0.878378378378378,0.898989898989899,0.907407407407407,0.894977168949772,0.897260273972603,0.883838383838384,0.887096774193548,0.867549668874172,0.871345029239766,0.204819277108434,0,0.897435897435897,0.864864864864865,0.849462365591398,0.865384615384615,0.879194630872483,0.878048780487805,0.715328467153285,0.857142857142857,0.870689655172414,0.904761904761905,0.732142857142857,0.947368421052632
0.709677419354839,0.68,0.875,0.919354838709677,0.91869918699187,0.916666666666667,0.916666666666667,0.909090909090909,0.901960784313726,0.777777777777778,0.814814814814815,0.931818181818182,0.824175824175824,0.936305732484076,0.894736842105263,0.841584158415842,0.869918699186992,0.908045977011494,0.897435897435897,0,0.714285714285714,0.641025641025641,0.666666666666667,0.858585858585859,0.782608695652174,0.87037037037037,0.8,0.777777777777778,0.879310344827586,0.952380952380952,0.904761904761905
0.805970149253731,0.822222222222222,0.73972602739726,0.816326530612245,0.815068493150685,0.811188811188811,0.811188811188811,0.796992481203008,0.784,0.623188405797101,0.666666666666667,0.842639593908629,0.675675675675676,0.837078651685393,0.784313725490196,0.702479338842975,0.748251748251748,0.865546218487395,0.864864864864865,0.714285714285714,0,0.523809523809524,0.470588235294118,0.714285714285714,0.606741573033708,0.734375,0.623376623376623,0.607142857142857,0.759124087591241,0.88695652173913,0.868421052631579
0.826923076923077,0.808219178082192,0.777777777777778,0.798449612403101,0.796875,0.792,0.792,0.773913043478261,0.757009345794392,0.48,0.559322033898305,0.838888888888889,0.623655913978495,0.839506172839506,0.779069767441861,0.660194174757281,0.72,0.862745098039216,0.849462365591398,0.641025641025641,0.523809523809524,0,0.39622641509434,0.646464646464646,0.581081081081081,0.7,0.55,0.46875,0.709401709401709,0.840425531914894,0.781818181818182
0.819672131147541,0.743589743589744,0.72463768115942,0.732824427480916,0.730769230769231,0.724409448818898,0.724409448818898,0.700854700854701,0.678899082568807,0.326923076923077,0.426229508196721,0.791208791208791,0.505376344086022,0.786585365853659,0.666666666666667,0.567307692307692,0.632,0.876106194690266,0.865384615384615,0.666666666666667,0.470588235294118,0.39622641509434,0,0.681818181818182,0.55,0.694915254237288,0.419354838709677,0.420289855072464,0.724409448818898,0.846153846153846,0.8
0.87962962962963,0.814516129032258,0.721590909090909,0.757225433526012,0.755813953488372,0.751479289940828,0.751479289940828,0.74375,0.730263157894737,0.704761904761905,0.669724770642202,0.719047619047619,0.446280991735537,0.790243902439024,0.81294964028777,0.63448275862069,0.698224852071006,0.878980891719745,0.879194630872483,0.858585858585859,0.714285714285714,0.646464646464646,0.681818181818182,0,0.513513513513513,0.628378378378378,0.572815533980582,0.466019417475728,0.593333333333333,0.792857142857143,0.690721649484536
0.85,0.82,0.782608695652174,0.8,0.798701298701299,0.794701986754967,0.794701986754967,0.788732394366197,0.785185185185185,0.6625,0.696629213483146,0.736842105263158,0.425742574257426,0.847368421052632,0.79646017699115,0.709923664122137,0.751633986928105,0.869230769230769,0.878048780487805,0.782608695652174,0.606741573033708,0.581081081081081,0.55,0.513513513513513,0,0.596774193548387,0.426666666666667,0.346153846153846,0.508196721311475,0.782608695652174,0.638888888888889
0.898305084745763,0.852941176470588,0.748663101604278,0.775956284153005,0.774725274725275,0.770949720670391,0.770949720670391,0.757396449704142,0.745341614906832,0.739130434782609,0.747967479674797,0.747747747747748,0.602836879432624,0.793427230046948,0.816326530612245,0.689873417721519,0.720670391061452,0.715277777777778,0.715328467153285,0.87037037037037,0.734375,0.7,0.694915254237288,0.628378378378378,0.596774193548387,0,0.607142857142857,0.560344827586207,0.69047619047619,0.320754716981132,0.79646017699115
0.825396825396825,0.795180722891566,0.746478873239437,0.764705882352941,0.762962962962963,0.757575757575758,0.757575757575758,0.737704918032787,0.719298245614035,0.491525423728814,0.558823529411765,0.766666666666667,0.450549450549451,0.810650887573965,0.703296703296703,0.63963963963964,0.708955223880597,0.858407079646018,0.857142857142857,0.8,0.623376623376623,0.55,0.419354838709677,0.572815533980582,0.426666666666667,0.607142857142857,0,0.180327868852459,0.621848739495798,0.78,0.666666666666667
0.851351351351351,0.78021978021978,0.722972972972973,0.73943661971831,0.737588652482269,0.731884057971014,0.731884057971014,0.7109375,0.691666666666667,0.461538461538462,0.527027027027027,0.71978021978022,0.32967032967033,0.788571428571429,0.735294117647059,0.591304347826087,0.666666666666667,0.870967741935484,0.870689655172414,0.777777777777778,0.607142857142857,0.46875,0.420289855072464,0.466019417475728,0.346153846153846,0.560344827586207,0.180327868852459,0,0.529411764705882,0.757009345794392,0.621212121212121
0.913385826771654,0.845070422535211,0.796019900497512,0.804123711340206,0.803108808290155,0.8,0.8,0.795580110497238,0.793103448275862,0.745901639344262,0.734375,0.562814070351759,0.514492753623188,0.832599118942731,0.840764331210191,0.720238095238095,0.759162303664921,0.903409090909091,0.904761904761905,0.879310344827586,0.759124087591241,0.709401709401709,0.724409448818898,0.593333333333333,0.508196721311475,0.69047619047619,0.621848739495798,0.529411764705882,0,0.830188679245283,0.779661016949153
0.956521739130435,0.920353982300885,0.837209302325581,0.834355828220859,0.833333333333333,0.830188679245283,0.830188679245283,0.818791946308725,0.808510638297872,0.819148936170213,0.83495145631068,0.821256038647343,0.774436090225564,0.844559585492228,0.870967741935484,0.806896551724138,0.825301204819277,0.741666666666667,0.732142857142857,0.952380952380952,0.88695652173913,0.840425531914894,0.846153846153846,0.792857142857143,0.782608695652174,0.320754716981132,0.78,0.757009345794392,0.830188679245283,0,0.708860759493671
0.897959183673469,0.904109589041096,0.871428571428571,0.861538461538462,0.86046511627907,0.857142857142857,0.857142857142857,0.844827586206897,0.833333333333333,0.722222222222222,0.761904761904762,0.839080459770115,0.698924731182796,0.882716049382716,0.847058823529412,0.84070796460177,0.875,0.951923076923077,0.947368421052632,0.904761904761905,0.868421052631579,0.781818181818182,0.8,0.690721649484536,0.638888888888889,0.79646017699115,0.666666666666667,0.621212121212121,0.779661016949153,0.708860759493671,0
